ZONE T="boundary0"
-4 -1 
-4 -0.832587 
-4 0.0594747 
-4 0.12162 
-4 -0.0354278 
-4 -0.13033 
-4 -0.23058 
-4 0.313951 
-4 0.366073 
-4 1 
-4 0.761219 
-4 -0.273707 
-4 -0.316834 
-4 -0.180455 
-4 0.418195 
-4 0.216313 
-4 0.522438 
-4 -0.56123 
-4 0.641829 
-4 -0.665175 
-4 -0.38706 
-4 0.183766 
-4 0.248859 
-4 -0.457285 
-4 0.0905476 
-4 -0.0828791 
-4 0.340012 
-4 0.88061 
-4 -0.295271 
-4 -0.155393 
-4 -0.252144 
-4 -0.205518 
-4 0.0120234 
-4 0.470317 
-4 0.582134 
-4 0.701524 
-4 -0.748881 
-4 -0.916294 
-4 -0.351947 
-4 0.152693 
-4 0.281405 
-4 0.200039 
-4 0.232586 
-4 0.392134 
-4 -0.422172 
-4 -0.509257 
-4 -0.613202 
ZONE T="boundary1"
1.56704 1 
1.71809 1 
4 1 
1.2641 1 
-1.0074 1 
-1.11397 1 
-0.326303 1 
-0.73004 1 
-0.820879 1 
-1.22054 1 
-0.418506 1 
-4 1 
3.75 1 
3.57539 1 
-3.56303 1 
-3.78152 1 
-1.90103 1 
-2.54697 1 
-3.2247 1 
2.32668 1 
2.11044 1 
2.73899 1 
-3.00651 1 
2.93507 1 
3.16792 1 
0.308 1 
-0.036128 1 
-0.106341 1 
0.349161 1 
0.184519 1 
0.0716934 1 
0.034085 1 
0.26684 1 
-0.639201 1 
-0.528854 1 
-0.170221 1 
-0.234101 1 
0.545442 1 
0.447301 1 
0.657446 1 
0.109302 1 
-0.914141 1 
-1.34951 1 
-1.47848 1 
1.11221 1 
0.998865 1 
1.05554 1 
0.942192 1 
0.885518 1 
-3.39386 1 
1.41598 1 
-1.58412 1 
-1.68975 1 
3.40078 1 
-2.78832 1 
-2.10332 1 
-1.79539 1 
-2.30561 1 
1.91427 1 
2.54292 1 
0.76945 1 
1.64256 1 
-1.06069 1 
-0.77546 1 
3.875 1 
3.6627 1 
-3.67228 1 
2.21856 1 
3.0515 1 
-0.0712345 1 
0.0528892 1 
0.28742 1 
-0.684621 1 
-0.584028 1 
-0.372405 1 
-0.00102147 1 
-0.202161 1 
0.496372 1 
0.601444 1 
0.14691 1 
-0.960772 1 
-0.86751 1 
-1.28503 1 
-1.16726 1 
-1.41399 1 
1.0272 1 
0.913855 1 
-3.89076 1 
-3.30928 1 
-1.63693 1 
-2.89741 1 
-3.1156 1 
-3.47845 1 
-2.00217 1 
-1.74257 1 
1.81618 1 
2.4348 1 
2.01235 1 
-2.66764 1 
-2.42629 1 
-2.20447 1 
2.64096 1 
2.83703 1 
-0.138281 1 
0.225679 1 
0.0904976 1 
-0.280202 1 
0.713448 1 
0.398231 1 
0.32858 1 
3.48809 1 
3.28435 1 
0.827484 1 
1.18815 1 
1.08387 1 
0.970528 1 
-0.47368 1 
-1.5313 1 
-1.84821 1 
1.34004 1 
1.49151 1 
ZONE T="boundary2"
4 -0.433221 
4 -0.336948 
4 -0.301959 
4 -0.26697 
4 0.0846762 
4 0.184743 
4 0.258627 
4 0.332512 
4 0.722328 
4 1 
4 0.0107059 
4 0.388583 
4 0.583491 
4 -0.825941 
4 -0.651882 
4 0.444655 
4 -0.487886 
4 -0.210139 
4 -0.153307 
4 -0.0632644 
4 -0.542551 
4 -1 
4 -0.385085 
4 -0.284465 
4 0.134709 
4 0.221685 
4 0.29557 
4 0.861164 
4 0.0476911 
4 0.652909 
4 -0.738912 
4 0.416619 
4 0.360548 
4 -0.460553 
4 -0.108286 
4 0.514073 
4 -0.597217 
4 -0.912971 
4 -0.319454 
4 -0.181723 
4 -0.0262792 
4 -0.515219 
4 -0.238554 
ZONE T="boundary3"
-3.53696 -1 
-4 -1 
-1.45445 -1 
-1.53096 -1 
-2.24217 -1 
-1.95625 -1 
-0.194619 -1 
-0.133039 -1 
1.00847 -1 
-0.0714583 -1 
-0.315148 -1 
1.09923 -1 
0.191036 -1 
0.264236 -1 
0.422615 -1 
-1.37793 -1 
0.606495 -1 
0.811451 -1 
0.705196 -1 
-2.92648 -1 
3.68541 -1 
-1.69467 -1 
-1.60747 -1 
3.11669 -1 
3.37082 -1 
2.07932 -1 
2.716 -1 
2.27635 -1 
-0.62378 -1 
-0.254884 -1 
-0.448487 -1 
0.0569916 -1 
-0.00723331 -1 
0.124014 -1 
0.337436 -1 
-0.536134 -1 
0.507794 -1 
0.917706 -1 
1.24707 -1 
1.41262 -1 
-0.843404 -1 
-0.733592 -1 
-1.18879 -1 
-1.30142 -1 
-1.78186 -1 
-1.07615 -1 
-0.959779 -1 
-3.31702 -1 
-3.09708 -1 
-2.75587 -1 
-2.50881 -1 
2.4229 -1 
2.86256 -1 
1.59586 -1 
1.50424 -1 
1.88229 -1 
4 -1 
-2.37549 -1 
2.56945 -1 
1.73907 -1 
-3.76848 -1 
-1.4927 -1 
-2.09921 -1 
-0.163829 -1 
0.227636 -1 
0.758324 -1 
-1.65107 -1 
3.24376 -1 
-0.381818 -1 
-0.102248 -1 
0.0248792 -1 
-0.224751 -1 
0.157525 -1 
0.300836 -1 
0.0905028 -1 
0.465205 -1 
0.380025 -1 
0.557145 -1 
0.864579 -1 
1.05385 -1 
1.17315 -1 
0.963087 -1 
1.32984 -1 
-0.788498 -1 
-1.2451 -1 
-1.13247 -1 
-1.33968 -1 
-1.73826 -1 
-3.42699 -1 
-3.01178 -1 
-2.84117 -1 
-3.20705 -1 
-1.86905 -1 
-2.63234 -1 
2.98962 -1 
1.55005 -1 
3.52812 -1 
3.84271 -1 
2.17783 -1 
1.98081 -1 
-0.0393458 -1 
-0.49231 -1 
-0.579957 -1 
-0.285016 -1 
-0.678686 -1 
-1.01797 -1 
-0.901591 -1 
-2.30883 -1 
2.64273 -1 
2.78928 -1 
0.655846 -1 
-1.41619 -1 
2.34962 -1 
2.49618 -1 
1.45843 -1 
-1.56922 -1 
1.66747 -1 
1.81068 -1 
-2.44215 -1 
ZONE T="boundary4"
-0.399907 0.30104 
-0.124853 0.427564 
-0.10056 0.434546 
-0.148963 0.420051 
0.609164 0.210617 
-0.584334 0.0984363 
-0.558501 0.144089 
-0.548859 0.158231 
0.535465 0.33174 
-0.469777 0.246109 
0.60274 0.225503 
0.645847 0.0777308 
-0.501507 0.215177 
-0.514646 0.200958 
0.434929 0.409663 
-0.616352 -0.00366057 
-0.619109 -0.0257077 
0.478695 0.382311 
0.457168 0.396748 
0.630523 0.151376 
0.637208 0.126783 
-0.591466 0.0827309 
-0.576397 0.11401 
-0.567674 0.129398 
0.640808 0.110519 
0.56511 0.294199 
0.556168 0.30667 
-0.53833 0.172457 
-0.527281 0.18628 
-0.2822 0.367455 
-0.45302 0.260806 
-0.362383 0.324931 
-0.381313 0.313266 
0.645818 0.0132804 
-0.342853 0.33624 
-0.32305 0.347038 
-0.302738 0.357484 
-0.217554 0.395419 
-0.239638 0.386415 
-0.19528 0.403959 
-0.172212 0.41225 
-0.0753368 0.441174 
-0.0234176 0.452823 
0.0032673 0.457755 
-0.606672 0.0400536 
-0.599746 0.0615739 
-0.418046 0.288268 
0.647151 0.0614443 
0.523633 0.344162 
0.647164 0.029235 
-0.049938 0.44721 
0.581583 0.267783 
0.589052 0.254015 
0.596104 0.23986 
-0.435754 0.274873 
0.643723 0.0940709 
0.647599 0.0452551 
0.44615 0.40338 
0.408233 0.422898 
0.381286 0.43412 
-0.485906 0.230926 
0.546685 0.318745 
0.511337 0.355886 
-0.61221 0.0182807 
0.118436 0.470477 
0.149291 0.471377 
0.0888264 0.468581 
0.241739 0.466867 
0.0312226 0.46214 
0.271887 0.462773 
0.354415 0.443465 
0.0593216 0.465726 
0.625959 0.165823 
0.615227 0.195578 
0.573629 0.281159 
-0.261019 0.377165 
0.299644 0.457693 
0.327316 0.451252 
0.180179 0.471122 
0.210974 0.469647 
0.498525 0.366998 
-0.112727 0.431123 
-0.553749 0.151207 
-0.508136 0.208123 
-0.617901 -0.0146635 
0.468051 0.389709 
0.634032 0.139124 
-0.587989 0.0906239 
-0.57212 0.121752 
0.63909 0.118669 
0.560707 0.300483 
-0.563163 0.136791 
-0.532868 0.179419 
-0.461464 0.253533 
-0.371888 0.319166 
-0.352655 0.330651 
-0.332985 0.3417 
-0.312924 0.352321 
-0.22862 0.390976 
-0.206439 0.399747 
-0.183768 0.408166 
-0.292497 0.362527 
-0.0879685 0.437934 
-0.0100921 0.455376 
-0.160609 0.416213 
-0.603376 0.050867 
-0.543662 0.165395 
-0.0366965 0.450101 
0.585382 0.260934 
0.59947 0.232704 
-0.426959 0.281649 
0.647493 0.0372415 
0.646607 0.0212473 
-0.444451 0.267919 
-0.521031 0.193677 
0.440564 0.406565 
0.421695 0.41651 
-0.493777 0.223122 
0.394848 0.428721 
0.541154 0.325311 
0.529624 0.338023 
0.451685 0.400108 
0.644882 0.0859131 
0.517555 0.350097 
-0.614452 0.00734171 
0.133859 0.471067 
-0.477907 0.238587 
0.256836 0.464994 
-0.409029 0.294729 
0.367917 0.438985 
0.0452582 0.464036 
0.628292 0.158615 
0.577675 0.274512 
0.647484 0.0533522 
0.642357 0.102311 
-0.0626562 0.444268 
0.646603 0.0695954 
0.56944 0.287725 
0.551492 0.31276 
-0.250353 0.381847 
-0.390656 0.307224 
-0.271636 0.372368 
-0.13693 0.423874 
0.0740619 0.46727 
0.103623 0.469652 
0.285794 0.460392 
0.313519 0.454644 
0.0172287 0.460046 
0.195584 0.470542 
0.226371 0.468425 
0.340917 0.447538 
0.164736 0.471398 
-0.580452 0.106267 
0.612241 0.203116 
0.620783 0.180769 
0.605998 0.21808 
0.488738 0.374821 
-0.609611 0.0292098 
0.592635 0.246966 
-0.595768 0.0722154 
0.504996 0.361517 
ZONE T="boundary5"
-0.601551 -0.179182 
-0.540897 -0.304109 
-0.528208 -0.321929 
-0.612885 -0.135731 
-0.616706 -0.113875 
-0.619269 -0.0919035 
-0.620541 -0.0698678 
-0.594117 -0.200695 
-0.607822 -0.157515 
-0.553472 -0.284577 
-0.320491 -0.484606 
-0.295786 -0.494069 
-0.270673 -0.502092 
-0.244779 -0.508742 
-0.192309 -0.517353 
-0.165953 -0.519275 
-0.13949 -0.519603 
-0.113198 -0.518338 
0.557917 -0.155606 
-0.0870646 -0.515497 
-0.0609589 -0.511068 
-0.455115 -0.400703 
-0.471145 -0.386122 
-0.438496 -0.414575 
-0.514953 -0.33891 
-0.500989 -0.355297 
-0.486385 -0.371031 
-0.36526 -0.463213 
-0.343128 -0.474499 
-0.421403 -0.427647 
-0.403785 -0.439961 
-0.384772 -0.452036 
-0.619109 -0.0257077 
0.625341 -0.0625566 
-0.620497 -0.0477887 
0.631271 -0.0479623 
0.636285 -0.0330626 
0.645818 0.0132804 
-0.0095923 -0.497645 
-0.0352358 -0.505131 
0.0156323 -0.488752 
0.0653745 -0.466856 
0.0902919 -0.45384 
0.0405926 -0.478473 
0.271808 -0.338129 
0.300181 -0.320395 
0.115121 -0.439674 
0.535432 -0.175126 
0.139661 -0.424688 
0.190409 -0.39167 
0.165106 -0.408374 
0.216951 -0.373976 
0.329016 -0.302997 
0.357867 -0.286091 
0.607697 -0.0957551 
0.384637 -0.270648 
0.41125 -0.255311 
0.436409 -0.24065 
0.486813 -0.209854 
0.461312 -0.225791 
0.618584 -0.0766629 
-0.565139 -0.264323 
-0.575798 -0.243524 
-0.585556 -0.222075 
0.593728 -0.116004 
0.640375 -0.0179076 
0.643554 -0.00245246 
0.511727 -0.193017 
-0.21867 -0.513829 
0.243578 -0.356369 
0.576604 -0.136627 
-0.534652 -0.313091 
-0.614949 -0.124831 
-0.618146 -0.102909 
-0.620068 -0.0808958 
-0.597967 -0.189985 
-0.604828 -0.16839 
-0.308204 -0.489512 
-0.283286 -0.49826 
-0.179145 -0.518512 
-0.126336 -0.519169 
-0.547304 -0.294421 
-0.446879 -0.407729 
-0.521672 -0.330492 
-0.49377 -0.363242 
-0.331874 -0.4797 
-0.430018 -0.421203 
-0.412659 -0.433899 
-0.375079 -0.457737 
-0.394346 -0.446107 
0.633892 -0.0405517 
-0.619972 -0.0367384 
-0.354265 -0.468999 
-0.0223662 -0.50157 
0.00307482 -0.493368 
0.077893 -0.460477 
0.0281713 -0.48377 
-0.508058 -0.347179 
0.285966 -0.329201 
0.546857 -0.165583 
0.127436 -0.432262 
0.177775 -0.40005 
0.102762 -0.446864 
0.203682 -0.382822 
0.31457 -0.31164 
0.343427 -0.294503 
0.397952 -0.262985 
